20,-1,401,198,36.769,83.436,37.376,1.8853,12.378,0.56618
20,-1,447,118,94.545,214.55,34.126,1.6023,6.1126,0.77587
20,-1,524,202,56.877,129.07,2.5381,2.2604,6.1389,0.78248
21,-1,433,205,94.545,214.55,49.802,0.70307,3.7048,0.84972
21,-1,207,168,68.041,154.4,47.05,-1.1493,6.7671,0.72831
21,-1,422,60,125.53,284.85,37.849,1.3044,5.6174,0.79353
21,-1,513,193,62.22,141.19,16.522,2.0839,6.0806,0.78699
22,-1,197,168,68.041,154.4,59.566,-1.2743,6.8394,0.72985
22,-1,445,191,112.01,254.17,46.117,0.69395,3.4456,0.86316
22,-1,441,60,125.53,284.85,23.588,1.466,5.6824,0.80069
22,-1,411,174,112.01,254.17,5.2908,0.58863,3.6745,0.8545
23,-1,197,168,68.041,154.4,50.865,-1.2425,6.81,0.72414
23,-1,499,175,125.53,284.85,40.159,0.91171,3.3119,0.86861
23,-1,454,192,40,90.769,21.853,2.94,11.921,0.60462
23,-1,478,225,52,118,21.197,1.4841,5.766,0.79329
24,-1,191,161,74.286,168.57,51.519,-1.1709,6.384,0.72563
24,-1,441,175,125.53,284.85,43.946,0.64429,3.4031,0.85419
24,-1,543,222,47.893,108.68,21.976,2.3379,6.3198,0.77037
24,-1,255,197,26,59,11.066,-3.1438,24.737,0.045428
25,-1,460,219,28.326,64.279,75.851,2.836,11.804,0.59064
25,-1,182,149,80,181.54,54.191,-1.248,6.4516,0.72881
25,-1,476,178,104,236,14.045,0.95366,4.0725,0.83838
26,-1,460,219,28.326,64.279,108.06,2.7917,11.72,0.58053
26,-1,180,150,74.286,168.57,38.792,-1.4543,7.2062,0.69241
26,-1,452,214,28.326,64.279,7.2125,2.949,12.939,0.53811
26,-1,311,201,26,59,2.3549,-0.47943,21.151,0.19699
27,-1,460,219,28.326,64.279,94.321,2.7445,11.686,0.55065
27,-1,180,150,74.286,168.57,36.277,-1.4494,7.2455,0.67771
27,-1,417,219,28.326,64.279,9.325,1.85,11.673,0.54192
27,-1,311,201,26,59,8.7986,-0.46483,20.573,0.17678
28,-1,460,219,28.326,64.279,98.274,2.8039,11.982,0.55721
28,-1,170,135,86.667,196.67,39.809,-1.3282,6.6083,0.71379
29,-1,463,210,30.847,69.999,62.683,2.9891,12.467,0.53909
29,-1,157,135,86.667,196.67,28.391,-1.4503,6.6146,0.70908
29,-1,454,214,30.847,69.999,18.601,2.548,11.593,0.56706
29,-1,331,201,26,59,5.9401,0.25232,20.5,0.20337
30,-1,465,214,28.326,64.279,76.158,2.9964,12.643,0.49299
30,-1,156,133,94.545,214.55,39.451,-1.2389,6.0199,0.71724
30,-1,456,219,28.326,64.279,9.5643,2.4973,11.564,0.53162
31,-1,463,210,30.847,69.999,99.127,2.868,12.31,0.50362
31,-1,156,118,94.545,214.55,37.241,-1.4012,6.6743,0.69008
31,-1,454,214,30.847,69.999,8.6819,2.4474,11.487,0.53295
32,-1,465,214,28.326,64.279,104.7,2.9374,12.556,0.49709
32,-1,140,114,104,236,39.396,-1.2968,6.0131,0.71874
32,-1,417,219,28.326,64.279,13.246,1.6883,11.486,0.52783
32,-1,456,219,28.326,64.279,6.7667,2.4515,11.516,0.53416
33,-1,465,214,28.326,64.279,99.735,2.9782,12.906,0.50343
33,-1,117,105,112.01,254.17,30.273,-1.3871,5.8679,0.73093
33,-1,421,219,28.326,64.279,23.102,1.7803,11.805,0.53328
34,-1,463,210,30.847,69.999,108.81,2.8298,12.575,0.50312
34,-1,112,98,125.53,284.85,31.391,-1.188,5.375,0.74766
34,-1,421,214,30.847,69.999,12.924,1.7651,11.735,0.52501
35,-1,465,219,28.326,64.279,94.881,2.6724,12.018,0.52198
35,-1,112,98,125.53,284.85,34.755,-1.18,5.4423,0.7444
36,-1,463,214,30.847,69.999,94.62,2.6436,12.108,0.51924
36,-1,92,79,125.53,284.85,2.7345,-1.4816,5.9873,0.71801
37,-1,469,219,28.326,64.279,95.399,2.8071,12.51,0.51938
37,-1,460,214,28.326,64.279,46.602,2.9451,13.651,0.47665
37,-1,195,185,40,90.769,13.754,-2.8281,13.549,0.41343
37,-1,335,191,30.847,69.999,2.0729,0.3948,20.228,0.19144
37,-1,425,219,30.847,69.999,1.077,1.6977,11.434,0.54826
37,-1,92,79,125.53,284.85,-0.41062,-1.5065,6.1184,0.71749
38,-1,463,214,30.847,69.999,100.1,2.6619,12.434,0.53144
38,-1,193,210,30.847,69.999,14.585,-2.7253,12.636,0.45676
38,-1,65,156,112.01,254.17,5.1149,-1.3473,5.2305,0.75321
39,-1,463,210,30.847,69.999,97.396,2.9384,13.52,0.50399
39,-1,195,214,28.326,64.279,21.127,-2.84,13.195,0.44651
39,-1,423,198,40,90.769,10.162,1.7562,11.728,0.55595
39,-1,100,276,74.286,168.57,0.79179,-1.1027,4.9158,0.77315
40,-1,463,210,30.847,69.999,90.024,2.9403,13.654,0.52577
40,-1,190,207,33.548,76.129,26.883,-2.6389,12.283,0.50359
40,-1,330,223,28.326,64.279,4.0242,-0.031021,11.956,0.54702
40,-1,12,204,43.854,99.515,3.7559,-4.2228,9.0246,0.59532
41,-1,465,214,28.326,64.279,88.922,2.9889,13.911,0.51594
41,-1,185,198,36.769,83.436,24.06,-2.7562,12.536,0.48364
41,-1,143,202,33.548,76.129,10.696,-3.8171,13.02,0.45128
42,-1,463,210,30.847,69.999,78.579,2.7175,13.169,0.50543
42,-1,190,214,28.326,64.279,29.149,-2.8203,12.841,0.439
42,-1,429,204,36.769,83.436,9.3618,1.748,11.772,0.54543
42,-1,315,205,26,59,8.6636,-0.41562,17.666,0.28743
43,-1,469,214,28.326,64.279,77.609,3.0267,14.086,0.52857
43,-1,460,210,28.326,64.279,20.529,3.1272,15.163,0.49456
43,-1,180,198,36.769,83.436,17.283,-2.8666,12.659,0.4933
43,-1,432,212,33.548,76.129,11.718,1.7845,12.07,0.57756
43,-1,339,209,26,59,9.884,0.23036,16.934,0.39591
43,-1,319,205,26,59,3.2695,-0.32341,18.575,0.33422
44,-1,468,210,30.847,69.999,90.584,2.9555,13.878,0.55206
44,-1,185,207,33.548,76.129,24.382,-2.769,12.578,0.50839
44,-1,339,205,26,59,13.123,0.30689,19.156,0.34531
44,-1,315,205,26,59,8.6216,-0.45275,19.022,0.33828
44,-1,395,213,26,59,3.6871,1.6257,16.016,0.4645
45,-1,469,210,28.326,64.279,89.825,3.1011,14.582,0.49959
45,-1,319,205,26,59,19.185,-0.34081,17.599,0.33589
45,-1,179,207,33.548,76.129,15.689,-2.74,12.133,0.48964
45,-1,460,214,28.326,64.279,4.2005,2.6167,13.615,0.5258
46,-1,469,210,28.326,64.279,89.532,3.0123,14.402,0.49826
46,-1,323,205,26,59,24.673,-0.2442,17.289,0.34172
46,-1,171,192,40,90.769,12.762,-2.8094,12.091,0.48304
47,-1,473,210,28.326,64.279,80.201,3.1252,14.617,0.52399
47,-1,323,205,26,59,19.808,-0.25732,17.57,0.37256
47,-1,174,207,33.548,76.129,14.843,-2.8275,12.211,0.50467
47,-1,436,183,43.854,99.515,1.6047,2.0094,12.831,0.56377
47,-1,315,201,26,59,-0.33925,-0.50538,19.363,0.31022
48,-1,473,206,28.326,64.279,76.455,3.556,16.144,0.50791
48,-1,343,205,26,59,38.167,0.30686,18.174,0.39512
48,-1,323,205,26,59,16.904,-0.27257,18.092,0.38829
48,-1,171,192,40,90.769,4.5742,-2.9058,12.526,0.51288
48,-1,315,201,26,59,3.8374,-0.5303,20.008,0.32677
49,-1,473,205,30.847,69.999,71.911,3.3674,15.637,0.57803
49,-1,343,205,26,59,31.047,0.33431,19.675,0.42571
49,-1,323,205,26,59,22.528,-0.29996,19.589,0.41761
49,-1,165,192,40,90.769,13.559,-3.198,13.16,0.53476
49,-1,440,178,47.893,108.68,6.0745,2.0709,12.963,0.62527
50,-1,473,210,28.326,64.279,93.991,3.3297,15.75,0.58182
50,-1,343,205,26,59,37.159,0.3087,19.405,0.44287
50,-1,171,192,40,90.769,24.494,-3.0504,13.144,0.54549
50,-1,319,205,26,59,6.5739,-0.43367,19.303,0.43363
50,-1,395,187,36.769,83.436,-0.18475,1.7049,16.888,0.52771
51,-1,473,210,28.326,64.279,87.527,3.5312,16.551,0.61541
51,-1,165,198,40,90.769,40.262,-2.9907,12.625,0.59474
51,-1,347,205,26,59,26.846,0.484,20.804,0.48142
51,-1,323,205,26,59,20.336,-0.32123,20.697,0.47114
51,-1,442,192,40,90.769,2.8327,2.2867,14.25,0.64317
52,-1,473,205,30.847,69.999,100.37,3.6912,17.081,0.63438
52,-1,160,190,43.854,99.515,40.635,-3.1239,12.917,0.60946
52,-1,347,209,26,59,34.093,0.42162,19.84,0.53271
52,-1,323,205,26,59,31.537,-0.33329,22.087,0.47889
52,-1,447,223,28.326,64.279,11.137,2.1279,13.816,0.67221
53,-1,478,210,28.326,64.279,94.752,3.6287,16.699,0.61893
53,-1,160,190,43.854,99.515,39.427,-3.0371,12.683,0.59728
53,-1,347,209,26,59,19.447,0.35739,18.917,0.52056
53,-1,323,205,26,59,19.237,-0.34943,20.87,0.46845
53,-1,469,206,28.326,64.279,8.814,3.8296,18.169,0.59132
54,-1,478,206,28.326,64.279,86.876,3.8386,17.521,0.56452
54,-1,347,205,26,59,41.642,0.39436,20.021,0.44455
54,-1,153,186,47.893,108.68,38.116,-2.8194,11.84,0.58834
54,-1,323,205,26,59,24.165,-0.35889,19.942,0.43355
54,-1,487,210,28.326,64.279,11.062,3.6462,16.196,0.59343
54,-1,339,209,26,59,6.3215,0.085395,18.19,0.48379
55,-1,478,206,28.326,64.279,79.583,3.7231,17.324,0.55541
55,-1,347,205,26,59,49.893,0.35209,19.654,0.44253
55,-1,153,190,43.854,99.515,40.48,-3.0437,12.476,0.56401
55,-1,327,205,26,59,27.777,-0.25721,19.586,0.43422
55,-1,487,210,28.326,64.279,22.105,3.5453,16.058,0.58373
56,-1,478,205,30.847,69.999,85.479,3.344,16.095,0.59224
56,-1,351,209,26,59,41.237,0.39338,18.259,0.49252
56,-1,327,205,26,59,35.69,-0.25461,19.949,0.44198
56,-1,160,190,43.854,99.515,13.646,-2.955,12.646,0.5696
57,-1,478,205,30.847,69.999,66.141,3.3181,16.206,0.59875
57,-1,351,205,26,59,53.275,0.46622,20.137,0.46126
57,-1,323,205,26,59,39.37,-0.40236,20.035,0.44931
58,-1,478,205,30.847,69.999,65.345,3.3649,16.506,0.58165
58,-1,327,205,26,59,35.691,-0.29496,20.453,0.42971
58,-1,355,209,26,59,29.49,0.47815,18.723,0.48305
58,-1,138,186,47.893,108.68,16.708,-3.0988,12.183,0.58091
58,-1,551,189,26,59,12.746,17.267,42.141,0.19612
59,-1,479,202,33.548,76.129,61.372,3.3646,16.487,0.58029
59,-1,355,209,26,59,45.501,0.52842,19.961,0.45582
59,-1,223,205,26,59,17.939,-3.7754,21.298,0.35954
59,-1,463,210,36.769,83.436,16.108,2.0788,13.289,0.63617
59,-1,321,206,28.326,64.279,9.1868,-0.46072,18.824,0.46767
59,-1,142,177,52,118,7.6175,-3.1029,12.547,0.57557
59,-1,347,213,26,59,5.713,0.20817,18.244,0.4914
60,-1,472,204,40,90.769,59.945,2.2307,13.328,0.6539
60,-1,355,213,26,59,58.854,0.4245,18.751,0.50938
60,-1,330,206,28.326,64.279,43.281,-0.22666,19.379,0.48598
60,-1,551,193,26,59,13.861,16.646,41.237,0.26857
60,-1,223,209,26,59,13.587,-3.4844,19.848,0.42659
61,-1,472,204,40,90.769,56.805,2.2976,13.739,0.65565
61,-1,359,213,26,59,54.465,0.55689,19.698,0.50455
61,-1,223,205,26,59,27.339,-4.2216,23.337,0.35677
61,-1,551,193,26,59,22.047,19.687,47.977,0.19665
61,-1,330,206,28.326,64.279,19.199,-0.25202,20.384,0.47807
61,-1,395,209,26,59,15.114,1.926,21.904,0.47868
62,-1,359,213,26,59,62.257,0.48444,19.029,0.47188
62,-1,472,210,40,90.769,59.833,1.9467,12.759,0.64874
62,-1,331,213,26,59,31.528,-0.29552,18.915,0.46291
62,-1,223,205,26,59,9.8188,-3.9846,22.169,0.32677
62,-1,102,147,68.041,154.4,2.1668,-3.3918,12.077,0.58473
63,-1,472,210,40,90.769,55.632,1.9108,12.782,0.60745
63,-1,359,213,26,59,49.065,0.45384,18.782,0.41344
63,-1,330,210,28.326,64.279,39.111,-0.31065,17.854,0.42911
64,-1,478,210,40,90.769,65.793,2.0405,13.194,0.61116
64,-1,367,217,26,59,46.175,0.55671,18.32,0.44697
64,-1,331,205,30.847,69.999,34.984,-0.30887,18.554,0.42676
64,-1,359,221,26,59,28.359,0.26902,17.043,0.47739
64,-1,223,209,26,59,20.025,-3.7495,20.921,0.30699
64,-1,426,214,28.326,64.279,3.1376,2.0068,17.718,0.48661
65,-1,477,204,43.854,99.515,52.371,1.8835,12.733,0.61926
65,-1,365,210,28.326,64.279,33.363,0.52496,18.4,0.43871
65,-1,331,205,30.847,69.999,25.015,-0.32708,18.038,0.43516
65,-1,426,214,28.326,64.279,4.4636,1.8977,17.286,0.492
66,-1,367,217,26,59,67.088,0.48663,18.044,0.39561
66,-1,485,216,40,90.769,47.458,1.8522,12.55,0.59493
66,-1,325,192,40,90.769,22.611,-0.40099,16.09,0.44458
66,-1,559,197,26,59,13.468,13.318,34.366,0.073442
66,-1,107,161,33.548,76.129,10.278,-98.856,221.32,-7.7588
66,-1,431,225,26,59,9.8566,1.681,16.024,0.47996
66,-1,343,192,40,90.769,4.8235,-0.020372,16.14,0.44904
67,-1,371,213,26,59,68.205,0.63549,18.867,0.34848
67,-1,483,204,43.854,99.515,65.641,1.8845,12.78,0.57457
67,-1,331,210,30.847,69.999,46.093,-0.38263,16.39,0.41454
67,-1,563,193,26,59,11.465,15.705,38.844,-0.068037
67,-1,102,161,33.548,76.129,8.6968,-55.927,124.24,-4.1592
67,-1,403,213,26,59,6.4475,1.5015,18.977,0.35945
68,-1,491,216,40,90.769,50.528,1.864,12.543,0.59379
68,-1,369,210,30.847,69.999,48.625,0.43761,16.645,0.43868
68,-1,223,209,26,59,33.106,-3.5291,19.906,0.26611
68,-1,334,207,33.548,76.129,23.941,-0.3106,15.848,0.45099
68,-1,92,161,33.548,76.129,20.933,-66.4,139.52,-4.6272
68,-1,563,193,26,59,20.548,15.825,39.289,-0.013299
69,-1,491,216,40,90.769,60.608,1.8199,12.635,0.60349
69,-1,373,210,30.847,69.999,39.167,0.49465,16.725,0.4483
69,-1,227,209,26,59,31.159,-3.4412,20.083,0.26574
69,-1,334,202,33.548,76.129,23.275,-0.31494,17.123,0.42003
69,-1,78,148,40,90.769,10.074,-49.532,100.56,-3.1756
69,-1,407,213,26,59,1.3132,1.5675,19.181,0.39128
70,-1,490,204,43.854,99.515,57.856,1.9178,13.065,0.58412
70,-1,373,210,30.847,69.999,47.382,0.46578,16.787,0.43937
70,-1,333,198,36.769,83.436,25.431,-0.34038,16.384,0.43687
70,-1,563,193,26,59,22.684,14.707,37.389,0.058376
70,-1,223,209,26,59,22.578,-3.5567,20.076,0.25979
70,-1,78,153,36.769,83.436,4.9166,-88.411,174.2,-6.2002
70,-1,291,201,26,59,3.3632,-1.9805,24.961,0.13549
71,-1,375,207,33.548,76.129,54.804,0.46229,16.185,0.46597
71,-1,490,204,43.854,99.515,52.252,1.9108,13.129,0.59087
71,-1,335,210,30.847,69.999,22.158,-0.36495,16.831,0.42914
71,-1,563,189,26,59,9.1622,20.115,48.691,-0.16109
71,-1,407,213,26,59,1.7789,1.5226,19.325,0.38861
72,-1,491,200,47.893,108.68,55.462,1.6497,12.457,0.56704
72,-1,378,210,30.847,69.999,48.646,0.45944,16.253,0.39868
72,-1,227,209,26,59,42.679,-3.2557,19.14,0.21143
72,-1,335,225,26,59,16.492,-0.46175,15.424,0.41055
72,-1,443,219,28.326,64.279,11.904,1.6189,15.646,0.44604
72,-1,563,193,26,59,10.739,11.742,31.666,0.054751
72,-1,411,213,26,59,9.3179,1.4103,18.314,0.34095
72,-1,399,225,26,59,4.2175,0.73082,15.492,0.43311
73,-1,497,204,43.854,99.515,62.45,1.7929,12.893,0.53182
73,-1,383,210,30.847,69.999,55.324,0.49781,16.055,0.37901
73,-1,227,209,26,59,36.134,-3.1732,18.703,0.19865
73,-1,331,192,40,90.769,18.098,-0.435,15.479,0.38318
73,-1,443,219,28.326,64.279,17.319,1.5286,15.485,0.42269
73,-1,567,193,26,59,9.498,11.052,30.013,0.034032
73,-1,373,214,30.847,69.999,1.969,0.23692,15.314,0.40337
74,-1,499,207,33.548,76.129,52.383,2.6993,15.816,0.4595
74,-1,386,207,33.548,76.129,48.021,0.50876,15.794,0.41718
74,-1,338,204,36.769,83.436,32.53,-0.38046,15.023,0.42753
74,-1,227,209,26,59,29.535,-3.3106,19.252,0.21719
74,-1,571,193,26,59,15.216,11.841,31.426,0.075727
74,-1,443,207,33.548,76.129,8.9851,1.6007,15.823,0.43764
74,-1,506,233,30.847,69.999,4.5631,1.8558,13.142,0.53944
75,-1,505,202,33.548,76.129,67.055,3.2431,17.269,0.48127
75,-1,391,202,33.548,76.129,52.315,0.719,17.26,0.43408
75,-1,344,198,36.769,83.436,23.92,-0.2807,16.481,0.43917
75,-1,511,233,30.847,69.999,7.4795,1.9304,13.383,0.57569
76,-1,506,205,30.847,69.999,66.299,3.4074,17.912,0.45522
76,-1,392,198,40,90.769,53.283,0.50185,15.113,0.49308
76,-1,344,204,36.769,83.436,29.894,-0.33831,15.272,0.47377
76,-1,380,192,40,90.769,5.1542,0.4011,16.111,0.46019
76,-1,516,233,30.847,69.999,3.4556,1.9519,13.377,0.57208
77,-1,506,210,30.847,69.999,63.323,2.9692,16.808,0.47508
77,-1,395,204,36.769,83.436,45.248,0.54023,15.402,0.48119
77,-1,352,223,28.326,64.279,9.0327,-0.28167,15.376,0.46906
78,-1,505,202,33.548,76.129,60.71,2.8657,16.587,0.46044
78,-1,395,198,36.769,83.436,50.285,0.59222,15.904,0.44812
78,-1,227,201,26,59,19.653,-3.7524,21.321,0.19422
78,-1,356,223,28.326,64.279,11.664,-0.23866,14.957,0.46755
78,-1,291,197,26,59,11.214,-2.0632,23.708,0.13892
78,-1,347,219,28.326,64.279,9.5292,-0.3684,15.535,0.4457
79,-1,511,205,30.847,69.999,59.567,3.0088,16.958,0.40043
79,-1,406,202,33.548,76.129,47.422,0.75673,16.246,0.39275
79,-1,356,223,28.326,64.279,25.987,-0.28902,14.788,0.43224
79,-1,399,225,26,59,20.342,0.43216,15.285,0.42441
79,-1,227,201,26,59,15.266,-3.5948,20.476,0.1638
79,-1,295,197,26,59,8.2323,-1.8873,22.601,0.10905
79,-1,453,202,33.548,76.129,8.1242,1.6593,16.298,0.40473
80,-1,506,205,30.847,69.999,55.955,2.7995,16.729,0.4076
80,-1,398,192,40,90.769,46.123,0.53658,15.339,0.42511
80,-1,350,204,36.769,83.436,26.898,-0.31651,14.67,0.43727
80,-1,223,201,26,59,7.4274,-3.5415,19.963,0.18505
80,-1,454,192,40,90.769,7.401,1.4936,15.384,0.43839
81,-1,510,207,33.548,76.129,71.424,2.9895,17.184,0.47709
81,-1,405,198,40,90.769,50.611,0.71221,16.098,0.47502
81,-1,349,197,43.854,99.515,22.757,-0.31099,14.933,0.49264
81,-1,223,209,26,59,19.892,-3.7722,20.919,0.28045
81,-1,291,197,28.326,64.279,15.289,-2.1475,24.701,0.19959
81,-1,458,212,33.548,76.129,13.909,1.652,16.231,0.48452
82,-1,510,207,33.548,76.129,83.985,3.2005,17.819,0.52125
82,-1,409,197,43.854,99.515,41.6,0.69243,15.385,0.54673
82,-1,349,197,43.854,99.515,24.659,-0.28909,15.33,0.53596
82,-1,458,207,33.548,76.129,10.486,2.0432,17.802,0.50742
82,-1,223,209,26,59,10.439,-3.9745,21.962,0.33725
83,-1,511,214,30.847,69.999,85.834,3.2009,17.997,0.49174
83,-1,411,204,40,90.769,38.553,0.75057,15.922,0.51329
83,-1,355,215,36.769,83.436,32.719,-0.2689,15.349,0.51485
83,-1,227,213,26,59,16.97,-3.6254,20.935,0.32944
83,-1,427,228,33.548,76.129,13.795,0.73607,14.703,0.54418
83,-1,460,198,40,90.769,12.702,1.8888,16.971,0.5011
83,-1,263,221,26,59,5.8057,-2.285,18.555,0.40728
84,-1,516,214,30.847,69.999,84.891,3.5119,18.708,0.51095
84,-1,417,200,47.893,108.68,37.833,0.63021,14.597,0.56724
84,-1,351,186,47.893,108.68,33.418,-0.21336,16.393,0.51638
84,-1,282,201,28.326,64.279,4.7859,-2.6316,26.357,0.26252
84,-1,347,249,26,59,4.5102,-0.52444,14.62,0.5523
84,-1,259,217,26,59,1.4388,-2.696,20.658,0.38964
85,-1,515,212,33.548,76.129,76.075,3.221,18.035,0.52412
85,-1,358,193,52,118,46.945,-0.203,14.58,0.55697
85,-1,417,200,47.893,108.68,39.015,0.6454,14.836,0.56317
85,-1,223,209,26,59,23.565,-4.6759,25.248,0.23744
85,-1,303,209,26,59,11.42,-1.8327,25.742,0.26685
85,-1,259,225,26,59,1.0591,-2.404,18.796,0.42442
86,-1,358,193,52,118,66.711,-0.21985,14.606,0.52975
86,-1,515,212,33.548,76.129,64.787,3.1657,18.017,0.48348
86,-1,423,204,43.854,99.515,48.041,0.79748,15.463,0.52049
86,-1,227,217,26,59,13.49,-3.6341,21.069,0.30168
86,-1,291,209,26,59,9.5435,-2.2581,25.373,0.20193
87,-1,520,210,36.769,83.436,61.795,2.8448,17.059,0.44557
87,-1,358,193,52,118,56.936,-0.25725,14.687,0.48747
87,-1,425,200,47.893,108.68,37.956,0.6962,14.96,0.49002
87,-1,227,217,26,59,27.243,-3.5988,20.839,0.23848
87,-1,440,215,47.893,108.68,11.712,0.61215,13.653,0.53314
87,-1,552,193,62.22,141.19,1.5153,1.7402,12.916,0.57192
88,-1,520,210,36.769,83.436,80.77,2.7501,16.946,0.41564
88,-1,366,193,52,118,52.996,-0.17158,14.649,0.46659
88,-1,435,204,40,90.769,39.828,1.1227,16.695,0.40637
